B000944,Sherrod Brown
M000650,David Meriwether
T000319,Isaac Toucey
W000274,John Weller
P000333,Franklin Pierce
A000012,James Abercrombie
A000141,Philip Allen
A000154,Willis Allen
A000310,William Ashe
A000323,Charles Atherton
B000036,David Bailey
B000193,William Barry
B000322,Nathan Belcher
B000340,John Bell
B000398,Thomas Benton
B000492,William Bissell
B000624,Azariah Boody
B000719,Linn Boyd
B001043,Robert Bugg
C000078,Brookins Campbell
C000167,Davis Carpenter
C000276,Ebenezer Chamberlain
C000292,Joseph Chandler
C000325,Dudley Chase
C000326,George Chase
C000335,Elijah Chastain
C000376,James Chrisman
C000393,William Churchwell
C000451,Samuel Clark
C000496,John Clayton
C000720,John Cook
C000790,Moses Corwin
C000917,Samuel Crocker
C000974,William Cullom
C000981,Thomas Cumming
C001029,Francis Cutting
D000135,Thomas Davis
D000172,Gilbert Dean
D000257,William Dent
D000319,Edward Dickinson
D000361,David Disney
D000506,Augustus Drum
D000526,William Dunbar
D000540,Cyrus Dunham
E000019,Ben Eastman
E000039,Norman Eddy
E000045,Alfred Edgerton
E000050,John Edmands
E000140,Andrew Ellison
E000249,Josiah Evans
E000264,Edward Everett
E000271,William Everhart
E000279,Presley Ewing
F000018,Ephraim Farley
F000345,John Franklin
G000029,James Gamble
G000168,Napoleon Giddings
G000295,John Goodrich
G000409,Frederick Green
G000453,Benjamin Grey
H000208,Andrew Harlan
H000256,Wiley Harris
H000326,George Hastings
H000500,Bernhart Henn
H000557,Harry Hibbard
H000572,Isaac Hiester
H000589,Clement Hill
H000625,Junius Hillyer
H000827,Samuel Houston
H000854,Thomas Howe
H000918,Charles Hughes
H000977,Theodore Hunt
I000016,Colin Ingersoll
J000136,Harvey Johnson
J000215,Daniel Jones
J000221,George Jones
J000250,Roland Jones
K000140,John Kerr
K000256,George Kittredge
K000345,William Kurtz
L000032,Alfred Lamb
L000044,Columbia Lancaster
L000275,Charles Lewis
L000310,Samuel Lilly
L000330,William Lindsley
L000540,Caleb Lyon
M000004,Moses Macdonald
M000036,John Macy
M000261,James Maurice
M000278,Samuel Mayall
M000390,John McCulloch
M000581,John McNair
M000695,Ner Middleswarth
M000994,George Morrison
M001064,Henry Muhlenberg
M001116,William Murray
N000117,David Noble
O000063,Edson Olds
P000071,Samuel Parker
P000177,Jared Peck
P000180,Rufus Peckham
P000227,Bishop Perkins
P000236,John Perkins
P000277,John Pettit
P000299,Samuel Phelps
P000311,Philip Phillips
P000502,James Pratt
P000517,William Preston
R000135,David Reese
R000271,Thomas Ritchey
R000477,Peter Rowe
R000539,Samuel Russell
S000204,Zeno Scudder
S000270,Origen Seymour
S000291,Wilson Shannon
S000386,Jacob Shower
S000464,Charles Skelton
S000542,Gerrit Smith
S000647,George Smyth
S000656,John Snodgrass
S000674,Augustus Sollers
S000802,Frederick Stanton
S000806,Richard Stanton
S000879,Hestor Stevens
S000996,Nathan Stratton
S000999,Christian Straub
S001031,Andrew Stuart
S001033,Charles Stuart
S001034,David Stuart
T000088,John Taylor
T000089,John Taylor
T000117,Isaac Teller
T000208,John Thompson
T000344,Andrew Tracy
T000383,Michael Trout
T000440,William Tweed
U000021,Charles Upham
V000057,Joshua Van Sant
W000031,Hiram Walbridge
W000070,William Walker
W000087,Samuel Walley
W000102,Michael Walsh
W000297,Tappan Wentworth
W000307,Theodoric Westbrook
W000511,Jared Williams
W000664,William Witte
B000760,Lawrence Brainerd
G000204,Francis Gillette
R000144,David Reid
R000368,Julius Rockwell
A000063,William Aiken
A000070,Thomas Akers
A000078,Charles Albright
A000158,John Allison
A000192,James Anderson
B000098,Edward Ball
B000130,Lucien Barbour
B000136,David Barclay
B000259,Thomas Bayly
B000337,James Bell
B000344,Peter Bell
B000375,Hendley Bennett
B000390,Samuel Benson
B000456,Asa Biggs
B000487,James Bishop
B000751,Samuel Bradshaw
B000887,Jacob Broom
B001173,Andrew Butler
C000011,John Cadwalader
C000094,John Campbell
C000309,Bird Chapman
C000353,Thomas Child
C000457,Bayard Clarke
C000548,Howell Cobb
C000837,Leander Cox
C000969,Elisha Cullen
C000980,William Cumback
D000107,Jacob Davis
D000161,Timothy Day
D000282,Alexander De Witt
D000261,James Denver
D000332,Samuel Dickson
D000546,George Dunn
D000573,Charles Durkee
E000069,Francis Edwards
E000177,Jonas Emrie
E000251,Lemuel Evans
F000174,Benjamin Fitzpatrick
F000181,Thomas Flagler
F000311,Nathaniel Foster
F000410,Henry Fuller
F000412,Thomas Fuller
G000027,Samuel Galloway
G000179,William Gilbert
H000043,Augustus Hall
H000252,Sampson Harris
H000272,John Harrison
H000355,Solomon Haven
H000526,Philemon Herbert
H000673,George Hodges
H000686,Henry Hoffman
H000730,David Holloway
H000799,Thomas Horton
H000931,Jonas Hughston
I000049,Alfred Iverson
J000172,Robert Johnson
K000119,Luther Kennett
K000165,Zedekiah Kidwell
K000213,Rufus King
K000285,Jonathan Knight
K000294,Ebenezer Knowlton
K000295,James Knox
L000026,William Lake
L000322,James Lindley
L000511,John Lumpkin
M000008,Daniel Mace
M000149,Alexander Marshall
M000266,Augustus Maxwell
M000319,Andrew McCarty
M000578,Fayette McMullen
M000613,James Meacham
M000741,John Miller
M000744,Killian Miller
M000754,Smith Miller
M000911,Oscar Moore
O000070,Andrew Oliver
O000075,Mordecai Oliver
P000006,Asa Packer
P000030,Robert Paine
P000162,John Pearce
P000176,George Peck
P000198,Guy Pelton
P000213,Alexander Pennington
P000440,Gilchrist Porter
P000543,Benjamin Pringle
P000560,George Pugh
P000578,Richard Puryear
R000095,Edwin Reade
R000283,Thomas Rivers
R000356,David Robison
S000002,Alvah Sabin
S000013,Russell Sage
S000061,William Sapp
S000173,Harvey Scott
S000261,William Seward
S000416,George Simmons
S000487,John Slidell
S000637,William Smith
S000651,William Sneed
S000990,James Stranahan
S001130,Samuel Swope
T000235,James Thorington
T000255,Benjamin Thurston
T000351,Mark Trafton
T000454,Job Tyson
V000001,George Vail
V000007,William Valk
W000027,Abram Wakeman
W000064,Percy Walker
W000152,Hiram Warner
W000199,Cooper Watson
W000266,William Welch
W000281,Daniel Wells
W000285,John Wells
W000337,John Wheeler
W000414,John Whitfield
W000425,Thomas Whitney
W000514,John Williams
W000734,James Woodworth
W000757,Daniel Wright
Y000061,David Yulee
B000459,William Bigler
C000656,Joseph Comegys
B001005,James Buchanan
A000008,Nehemiah Abbott
A000060,John Ahl
A000248,Samuel Andrews
A000294,Samuel Arnold
B000238,Martin Bates
B000376,Henry Bennett
B000464,Charles Billinghurst
B000491,William Bishop
B000560,Philemon Bliss
B000696,Thomas Bowie
B000805,Samuel Brenton
B000835,Jesse Bright
B000857,David Broderick
B000885,Preston Brooks
B000985,Guy Bryan
B001128,Joseph Burns
C000210,Samuel Caruthers
C000231,John Caskie
C000270,Calvin Chaffee
C000311,Henry Chapman
C000429,Ezra Clark
C000477,Isaiah Clawson
C000483,James Clay
C000574,Joseph Cockerill
C000659,Linus Comins
D000019,William Damrell
D000113,Jefferson Davis
D000140,Timothy Davis
D000141,Timothy Davis
D000174,Sidney Dean
D000290,William Dewart
D000389,Edward Dodd
D000464,James Dowdell
D000569,Nathaniel Durfee
E000049,John Edie
E000125,John Elliott
E000228,George Eustis
F000080,Fenner Ferguson
F000158,Graham Fitch
F000236,James Foley
G000167,Joshua Giddings
G000209,James Gillis
G000213,Charles Gilman
G000300,Henry Goodwin
G000373,Amos Granger
G000414,James Green
G000436,Alfred Greenwood
G000444,James Gregg
G000490,William Groesbeck
G000540,William Gwin
H000059,Lawrence Hall
H000068,Robert Hall
H000128,James Hammond
H000207,Aaron Harlan
H000255,Thomas Harris
H000336,Israel Hatch
H000481,James Henderson
H000672,Charles Hodges
H000774,George Hopkins
H000923,James Hughes
H001020,John Huyler
J000106,Joshua Jewett
J000222,George Jones
J000234,Jehu Jones
J000245,Owen Jones
K000051,William Keim
K000075,John Kelly
K000103,Anthony Kennedy
K000211,Preston King
K000219,William Kingsbury
K000280,Chauncey Knapp
K000340,John Kunkel
L000056,James Landy
L000141,William Lawrence
L000231,Paul Leidy
L000236,Benjamin Leiter
L000256,John Letcher
L000390,James Lockhart
M000084,Stephen Mallory
M000154,Humphrey Marshall
M000216,James Mason
M000218,John Mason
M000251,Orsamus Matteson
M000514,Joseph McKibbin
M000743,Joseph Miller
M000868,John Montgomery
M000948,Edwin Morgan
M000996,James Morrison
M001013,Oliver Morse
M001042,Richard Mott
M001105,Ambrose Murray
N000093,Matthias Nichols
N000162,Amos Nourse
O000104,James Orr
P000064,John Parker
P000301,William Phelps
P000308,Henry Phillips
P000347,James Pike
P000411,Trusten Polk
P000483,Paulus Powell
P000576,Samuel Purviance
Q000022,John Quitman
R000097,Charles Ready
R000157,Wilson Reilly
R000192,James Ricaud
R000273,David Ritchie
R000300,George Robbins
R000304,Anthony Roberts
R000542,William Russell
S000042,John Sandidge
S000083,John Savage
S000209,John Searing
S000260,James Seward
S000308,Henry Shaw
S000347,Judson Sherman
S000379,Eli Shorter
S000417,James Simmons
S000604,Robert Smith
S000612,Samuel Smith
T000020,Albert Talbott
T000077,George Taylor
T000207,John Thompson
T000231,John Thomson
T000379,Robert Trippe
U000016,Warner Underwood
W000029,David Walbridge
W000163,Edward Warren
W000189,Albert Watkins
W000355,Allison White
W000698,John Wood
W000746,Jacob Wortendyke
W000755,Augustus Wright
Z000012,Felix Zollicoffer
C000348,James Chesnut
C000524,Thomas Clingman
H000397,Arthur Hayne
R000198,Henry Rice
W000138,Matthias Ward
A000036,Green Adams
A000058,Garnett Adrain
A000234,Thomas Anderson
A000237,William Anderson
A000316,John Ashmore
A000347,William Avery
B000147,William Barksdale
B000172,Thomas Barr
B000175,John Barret
B000265,Charles Beale
B000365,Judah Benjamin
B000473,Kinsley Bingham
B000582,Thomas Bocock
B000616,Milledge Bonham
B000653,Alexander Boteler
B000665,John Bouligny
B000713,William Boyce
B000730,Reese Brabson
B000759,Thomas Bragg
B000764,Lawrence Branch
B000779,William Brayton
B000829,George Briggs
B000842,Francis Bristow
B000900,Albert Brown
B001068,John Burch
B001112,Anson Burlingame
B001139,Silas Burroughs
B001199,Martin Butterfield
C000144,John Carey
C000198,Luther Carter
C000219,Charles Case
C000435,Horace Clark
C000480,Clement Clay
C000502,Sherrard Clemens
C000530,David Clopton
C000554,Williamson Cobb
C000559,Stephen Coburn
C000569,Clark Cochrane
C000570,John Cochrane
C000749,George Cooper
C000857,James Craig
C000862,Francis Craige
C000892,Martin Crawford
C001003,Jabez Curry
D000086,Thomas Davidson
D000118,John Davis
D000127,Reuben Davis
D000303,John Dick
D000351,William Dimmick
D000457,Stephen Douglas
E000058,Henry Edmundson
E000191,William English
E000220,Experience Estabrook
E000227,Emerson Etheridge
F000214,Thomas Florence
F000312,Stephen Foster
F000377,Ezra French
G000076,Muscoe Garnett
G000088,Lucius Gartrell
G000217,John Gilmer
G000281,William Goode
G000356,James Graham
H000034,John Hale
H000046,Chapin Hall
H000103,Andrew Hamilton
H000244,James Harris
H000321,John Haskin
H000349,Robert Hatton
H000353,Henry Haun
H000369,George Hawkins
H000462,William Helmick
H000468,John Hemphill
H000628,Thomas Hindman
H000658,Charles Hoard
H000846,William Howard
H000847,William Howard
H000921,George Hughes
H000988,Robert Hunter
I000036,William Irvine
J000016,James Jackson
J000081,Albert Jenkins
J000235,John Jones
J000281,Benjamin Junkin
K000054,Laurence Keitt
K000128,William Kenyon
K000175,David Kilgore
K000339,Jacob Kunkel
L000053,John Landrum
L000062,Joseph Lane
L000099,Charles Larrabee
L000168,De Leach
L000176,Shelton Leake
L000199,Moses Lee
L000432,Henry Longnecker
L000457,Peter Love
M000032,William Maclay
M000171,Charles Martin
M000179,Elbert Martin
M000503,Jacob McKenty
M000595,John McQueen
M000596,John McRae
M000707,William Miles
M000780,John Millson
M000782,William Millward
M000875,William Montgomery
M000907,Laban Moore
M000918,Sydenham Moore
M000977,Isaac Morris
M001010,Freeman Morse
N000096,Alfred Nicholson
O000125,Miguel Otero
P000039,George Palmer
P000085,Marcus Parrott
P000214,William Pennington
P000243,John Perry
P000278,John Pettit
P000284,Samuel Peyton
P000470,Emory Pottle
P000481,Lazarus Powell
P000558,Roger Pryor
Q000002,James Quarles
R000171,Edwin Reynolds
R000175,John Reynolds
R000254,Jetur Riggs
R000333,Christopher Robinson
R000488,Homer Royce
R000499,Thomas Ruffin
R000544,Albert Rust
S000158,John Schwartz
S000167,Charles Scott
S000216,William Sebastian
S000421,William Simms
S000526,Delazon Smith
S000627,William Smith
S000634,William Smith
S000678,Daniel Somes
S000735,Cyrus Spink
S000737,Francis Spinner
S000786,James Stallworth
S000801,Benjamin Stanton
S000881,Isaac Stevens
S000910,James Stewart
S000921,William Stewart
S000981,Lansing Stout
T000040,Mason Tappan
T000094,Miles Taylor
T000122,John Ten Eyck
T000145,Eli Thayer
T000151,Thomas Theaker
T000170,James Thomas
T000305,Cydnor Tompkins
T000313,Robert Toombs
U000010,John Underwood
W000006,Edward Wade
W000173,Israel Washburn
W000280,Alfred Wells
W000409,William Whiteley
W000447,Louis Wigfall
W000589,James Wilson
W000640,Warren Winslow
W000696,John Wood
W000717,John Woodruff
W000728,Samuel Woodson
W000765,John Wright
B000059,Edward Baker
L000110,Milton Latham
L000313,Abraham Lincoln
A000032,Charles Adams
A000081,Cyrus Aldrich
A000149,William Allen
A000270,William Appleton
B000002,Elijah Babbitt
B000038,Goldsmith Bailey
B000074,Stephen Baker
B000412,John Bernhisel
B000439,Charles Biddle
B000529,Samuel Blair
B000531,Harrison Blake
B000789,John Breckinridge
B000822,George Bridges
B000956,George Browne
B000960,Orville Browning
B001120,Henry Burnett
B001123,Alfred Burnham
C000058,Charles Calvert
C000088,James Campbell
C000150,John Carlile
C000229,Samuel Casey
C000278,Jacob Chamberlain
C000332,Salmon Chase
C000427,Daniel Clark
C000441,John Clark
C000505,Andrew Clements
C000546,George Cobb
C000628,Jacob Collamer
C000680,Frederick Conkling
C000713,Martin Conway
C000763,Thomas Cooper
C000791,Thomas Corwin
C000819,Edgar Cowan
C000850,John Cradlebaugh
C000907,John Crisfield
C000912,John Crittenden
C001013,Samuel Curtis
C001027,William Cutler
D000143,William Davis
D000202,Daniel De Jarnette
D000213,Charles Delano
D000215,Isaac Delaplaine
D000364,Alexander Diven
D000542,George Dunlap
D000554,William Dunn
E000048,Sidney Edgerton
E000081,Thomas Edwards
E000164,Alfred Ely
F000097,Samuel Fessenden
F000098,Thomas Fessenden
F000147,George Fisher
F000189,Benjamin Flanders
F000308,Lafayette Foster
F000316,Philip Fouke
F000334,Richard Franchot
G000374,Bradley Granger
G000530,John Gurley
H000021,Edward Haight
H000145,Luther Hanchett
H000242,Ira Harris
H000274,Richard Harrison
H000562,John Hickman
H000800,Valentine Horton
H001008,John Hutchins
J000019,James Jackson
J000179,Waldo Johnson
K000068,William Kellogg
K000147,James Kerrigan
L000060,Henry Lane
L000179,Cornelius Leary
L000227,William Lehman
L000438,Dwight Loomis
L000469,Frederick Low
M000275,Henry May
M000337,John McClernand
M000416,James McDougall
M000491,James McKean
M000531,Robert McKnight
M000591,Edward McPherson
M000641,John Menzies
M000801,Charles Mitchel
M000830,William Mitchell
M000967,Anson Morrill
M000975,Edward Morris
N000042,Thomas Nelson
N000115,John Nixon
N000148,Elijah Norton
N000168,Robert Nugen
O000066,Abram Olin
P000161,James Pearce
P000296,John Phelps
P000300,Timothy Phelps
P000435,Albert Porter
P000465,John Potter
P000532,Thomas Price
R000149,John Reid
R000238,Albert Riddle
S000191,George Scranton
S000221,Charles Sedgwick
S000350,Socrates Sherman
S000358,George Shiel
S000490,Andrew Sloan
S000529,Edward Smith
S000705,Elbridge Spaulding
S000809,Benjamin Stark
S000995,John Stratton
T000144,Andrew Thayer
T000157,Benjamin Thomas
T000352,Charles Train
T000371,Carey Trimble
U000030,Charles Upton
V000008,Clement Vallandigham
V000090,John Verree
V000094,Chauncey Vibbard
W000045,Amasa Walker
W000073,William Wall
W000112,Charles Walton
W000113,Eliakim Walton
W000213,John Watts
W000351,Albert White
W000442,Charles Wickliffe
W000566,David Wilmot
W000716,George Woodruff
W000741,Samuel Worcester
A000295,Samuel Arnold
F000106,Richard Field
H000189,Benjamin Harding
H000483,John Henderson
H000567,Thomas Hicks
W000609,Robert Wilson
W000766,Joseph Wright
A000128,James Allen
A000152,William Allen
A000201,Lucien Anderson
A000288,Isaac Arnold
B000043,Joseph Bailey
B000085,Augustus Baldwin
B000369,Hiram Bennet
B000525,Jacob Blair
B000559,George Bliss
B000678,Lemuel Bowden
B000905,Benjamin Brown
B000922,James Brown
B000948,William Brown
C000420,Ambrose Clark
C000479,Brutus Clay
C000609,George Cole
C000695,John Conness
C000784,Erastus Corning
C000883,James Cravens
D000006,Samuel Daily
D000104,Henry Davis
D000369,James Dixon
D000428,James Doolittle
E000047,Joseph Edgerton
F000248,Solomon Foot
F000338,Augustus Frank
G000042,John Ganson
H000032,James Hale
H000079,William Hall
H000229,Henry Harrington
H000234,Charles Harris
H000493,Thomas Hendricks
H000537,Anson Herrick
H001010,Wells Hutchins
J000066,William Jayne
J000169,Reverdy Johnson
J000201,William Johnston
K000005,Martin Kalbfleisch
K000194,Austin King
K000225,John Kinney
K000276,Anthony Knapp
K000297,Samuel Knox
L000125,John Law
L000154,Jesse Lazear
L000357,De Littlejohn
L000410,Alexander Long
L000462,Owen Lovejoy
M000082,Robert Mallory
M000126,Daniel Marcy
M000295,Archibald McAllister
M000301,John McBride
M000420,James McDowell
M000697,George Middleton
M000763,William Miller
M000949,Edwin Morgan
M000978,James Morris
M001038,Gordon Mott
M001126,Amos Myers
N000034,Homer Nelson
N000119,Warren Noble
N000122,John Noell
N000151,Jesse Norton
O000096,John O’Neill
O000037,Moses Odell
P000224,Francisco Perea
P000244,Nehemiah Perry
P000458,Charles Poston
R000228,William Richardson
R000412,James Rollins
S000178,John Scott
S000227,Joseph Segar
S000290,Thomas Shannon
S000642,Nathaniel Smithers
S000825,Henry Stebbins
S000833,John Steele
S000839,William Steele
S001035,John Stuart
S001100,Lorenzo Sweat
T000120,William Temple
T000292,John Todd
T000345,Henry Tracy
V000061,Robert Van Valkenburgh
V000066,Peter Van Winkle
W000005,Benjamin Wade
W000072,James Wall
W000086,William Wallace
W000332,Ezra Wheeler
W000360,Chilton White
W000384,Joseph White
W000461,Abel Wilder
W000747,Henry Worthington
W000772,William Wright
Y000015,George Yeaman
F000038,Nathan Farwell
R000239,George Riddle
A000155,John Alley
A000178,Sydenham Ancona
B000142,Abraham Barker
B000246,Portus Baxter
B000406,Teunis Bergen
B000447,John Bidwell
B000572,Henry Blow
B000768,Augustus Brandegee
C000104,William Campbell
C000747,Edmund Cooper
C000904,John Creswell
C000977,Charles Culver
